user_id,risk_score,risk_level,ml_prediction,ml_suspicious_probability,ml_risk_level,final_risk_score,final_risk_level,connected_devices,connected_merchants,shared_device_users,risk_reasons
U0223,30.0,LOW,0,0.0,LOW,15.0,LOW,"D0155, D0158, D0196, D0213, D0220, D0239, D0262, D0267, D0356, D0367","M036, M051, M060, M074, M079, M082, M099, M100","U0152, U0159, U0161, U0162, U0168, U0175, U0176, U0177, U0178, U0180, U0181, U0182, U0184, U0185, U0189, U0206, U0210, U0214, U0229, U0230, U0232, U0234, U0237, U0239, U0241, U0243, U0244, U0252, U0254, U0277, U0280, U0282, U0285, U0291, U0292, U0294, U0296, U0302, U0303, U0308, U0315, U0322, U0323, U0325, U0335, U0342, U0344, U0349, U0350, U0351, U0358, U0359, U0363, U0367, U0374, U0377, U0386, U0395, U0398, U0402, U0405, U0408, U0412, U0414, U0415, U0416, U0417, U0423, U0426, U0427, U0436, U0438, U0440, U0441, U0445, U0448, U0449, U0452, U0453, U0454, U0456, U0459, U0461, U0468, U0472, U0479, U0480, U0483, U0487, U0490, U0495, U0496, U0499, U0521, U0522, U0524, U0529, U0532, U0534, U0542, U0548, U0556, U0557, U0558, U0563, U0565, U0569, U0571, U0575, U0578, U0583, U0584, U0588, U0600, U0601, U0603, U0605, U0608, U0609, U0611, U0612, U0613, U0621, U0625, U0626, U0627, U0632, U0635, U0645, U0650, U0652, U0657, U0661, U0664, U0668, U0669, U0673, U0677, U0686, U0690, U0693, U0700, U0701, U0703, U0704, U0711, U0713, U0721, U0729, U0736, U0737, U0738, U0740, U0743, U0744, U0747, U0748, U0750, U0753, U0769, U0774, U0781, U0788, U0789, U0791, U0798, U0804, U0817, U0822, U0824, U0829, U0838, U0839, U0840, U0851, U0854, U0861, U0862, U0867, U0871, U0876, U0881, U0885, U0888, U0891, U0897, U0899, U0906, U0908, U0916, U0921, U0925, U0927, U0928, U0930, U0937, U0940, U0949, U0950, U0953, U0958, U0961, U0967, U0970, U0971, U0974, U0975, U0979, U0984, U0986, U0987, U0993, U0995",Device connected to many users
U0867,30.01,LOW,0,0.0,LOW,15.0,LOW,"D0123, D0144, D0170, D0234, D0348, D0367, D0400, D0442, D0462, D0492","M026, M029, M042, M047, M049, M055, M077, M082","U0158, U0168, U0170, U0175, U0176, U0178, U0184, U0190, U0191, U0196, U0203, U0207, U0210, U0215, U0218, U0221, U0223, U0227, U0235, U0238, U0243, U0245, U0246, U0247, U0263, U0268, U0274, U0276, U0277, U0279, U0284, U0285, U0286, U0288, U0292, U0293, U0295, U0297, U0300, U0308, U0317, U0323, U0330, U0335, U0337, U0339, U0340, U0344, U0346, U0367, U0369, U0372, U0380, U0385, U0386, U0387, U0388, U0399, U0405, U0406, U0407, U0408, U0415, U0421, U0429, U0441, U0445, U0465, U0467, U0475, U0478, U0479, U0486, U0487, U0493, U0499, U0507, U0509, U0510, U0516, U0517, U0529, U0530, U0537, U0542, U0545, U0546, U0547, U0552, U0556, U0557, U0559, U0564, U0575, U0583, U0585, U0592, U0595, U0603, U0611, U0621, U0625, U0626, U0634, U0635, U0636, U0639, U0642, U0650, U0655, U0658, U0667, U0673, U0674, U0681, U0685, U0692, U0693, U0702, U0703, U0704, U0709, U0713, U0718, U0725, U0727, U0729, U0732, U0733, U0738, U0739, U0745, U0747, U0751, U0764, U0780, U0785, U0786, U0795, U0799, U0801, U0804, U0814, U0818, U0823, U0824, U0825, U0827, U0832, U0837, U0840, U0843, U0845, U0851, U0854, U0855, U0858, U0860, U0865, U0871, U0878, U0883, U0897, U0905, U0908, U0915, U0919, U0921, U0925, U0928, U0931, U0934, U0944, U0952, U0955, U0956, U0957, U0962, U0964, U0966, U0967, U0969, U0975, U0976, U0978, U0982, U0983, U0994",Device connected to many users
U0308,29.87,LOW,0,0.0,LOW,14.94,LOW,"D0082, D0092, D0098, D0137, D0162, D0169, D0179, D0184, D0193, D0210, D0233, D0244, D0256, D0259, D0277, D0287, D0298, D0367, D0402, D0407, D0441","M031, M039, M043, M045, M054, M057, M064, M065, M072, M076, M078, M083, M084, M091, M095, M097, M098","U0151, U0152, U0154, U0155, U0160, U0161, U0162, U0163, U0165, U0167, U0168, U0170, U0171, U0173, U0174, U0176, U0177, U0178, U0179, U0184, U0188, U0189, U0191, U0195, U0196, U0199, U0201, U0203, U0204, U0207, U0214, U0215, U0216, U0217, U0218, U0219, U0220, U0222, U0223, U0225, U0226, U0227, U0233, U0235, U0242, U0247, U0250, U0258, U0259, U0263, U0268, U0270, U0272, U0274, U0275, U0277, U0280, U0285, U0287, U0292, U0296, U0299, U0300, U0303, U0305, U0309, U0310, U0311, U0312, U0316, U0317, U0318, U0319, U0320, U0323, U0325, U0327, U0328, U0330, U0331, U0335, U0337, U0338, U0340, U0341, U0342, U0344, U0347, U0348, U0354, U0355, U0360, U0362, U0364, U0365, U0368, U0369, U0376, U0378, U0382, U0383, U0385, U0386, U0388, U0390, U0391, U0402, U0404, U0405, U0406, U0407, U0408, U0413, U0414, U0415, U0416, U0418, U0420, U0425, U0428, U0433, U0439, U0441, U0442, U0447, U0450, U0454, U0456, U0459, U0462, U0464, U0469, U0471, U0473, U0474, U0476, U0478, U0480, U0484, U0487, U0488, U0489, U0492, U0493, U0494, U0496, U0498, U0502, U0503, U0505, U0506, U0510, U0513, U0514, U0516, U0517, U0522, U0529, U0531, U0537, U0539, U0540, U0542, U0543, U0544, U0545, U0550, U0551, U0553, U0554, U0556, U0559, U0562, U0563, U0564, U0567, U0571, U0575, U0576, U0577, U0578, U0581, U0582, U0585, U0586, U0591, U0592, U0593, U0596, U0597, U0602, U0604, U0605, U0606, U0608, U0610, U0611, U0617, U0621, U0623, U0626, U0627, U0634, U0640, U0644, U0649, U0650, U0651, U0656, U0662, U0665, U0667, U0668, U0669, U0670, U0671, U0672, U0675, U0680, U0682, U0684, U0686, U0688, U0689, U0690, U0692, U0694, U0701, U0704, U0705, U0709, U0713, U0714, U0718, U0720, U0722, U0724, U0725, U0727, U0729, U0730, U0731, U0733, U0734, U0735, U0740, U0745, U0747, U0748, U0750, U0751, U0752, U0753, U0756, U0758, U0759, U0761, U0762, U0763, U0764, U0766, U0770, U0773, U0776, U0780, U0786, U0789, U0790, U0794, U0799, U0803, U0804, U0808, U0809, U0814, U0817, U0818, U0821, U0822, U0828, U0830, U0833, U0834, U0846, U0850, U0852, U0853, U0854, U0858, U0861, U0862, U0863, U0865, U0867, U0868, U0870, U0871, U0876, U0877, U0881, U0883, U0884, U0885, U0887, U0891, U0892, U0894, U0895, U0896, U0897, U0898, U0899, U0900, U0903, U0908, U0911, U0916, U0917, U0919, U0920, U0921, U0922, U0923, U0925, U0928, U0929, U0930, U0933, U0934, U0936, U0944, U0949, U0953, U0956, U0957, U0958, U0959, U0960, U0968, U0971, U0978, U0980, U0982, U0984, U0985, U0987, U0993, U0994, U0995, U0996, U0998, U0999, U1000",Device connected to many users
U0456,29.74,LOW,0,0.0,LOW,14.87,LOW,"D0080, D0131, D0145, D0172, D0209, D0245, D0257, D0259, D0297, D0300, D0309, D0313, D0356, D0369, D0382, D0422, D0424, D0426, D0432, D0449, D0471","M026, M036, M037, M039, M044, M045, M052, M058, M059, M071, M072, M073, M075, M080, M084, M087, M095, M098","U0153, U0154, U0155, U0161, U0162, U0165, U0169, U0172, U0173, U0175, U0177, U0186, U0188, U0189, U0194, U0197, U0199, U0200, U0201, U0203, U0205, U0206, U0207, U0210, U0211, U0213, U0214, U0216, U0217, U0218, U0219, U0222, U0223, U0227, U0228, U0230, U0231, U0232, U0234, U0235, U0241, U0243, U0244, U0246, U0248, U0257, U0259, U0260, U0261, U0262, U0265, U0267, U0269, U0273, U0275, U0278, U0285, U0291, U0295, U0296, U0299, U0301, U0302, U0304, U0307, U0308, U0309, U0314, U0316, U0320, U0321, U0323, U0325, U0327, U0330, U0331, U0333, U0334, U0337, U0339, U0342, U0345, U0346, U0348, U0349, U0350, U0351, U0352, U0354, U0356, U0357, U0358, U0359, U0360, U0361, U0362, U0363, U0365, U0370, U0373, U0375, U0377, U0378, U0380, U0381, U0383, U0384, U0385, U0387, U0392, U0397, U0401, U0402, U0407, U0413, U0414, U0415, U0416, U0417, U0418, U0419, U0421, U0426, U0427, U0429, U0430, U0433, U0438, U0439, U0448, U0460, U0462, U0463, U0465, U0466, U0469, U0470, U0473, U0474, U0476, U0477, U0478, U0480, U0481, U0482, U0485, U0487, U0488, U0490, U0491, U0492, U0493, U0494, U0496, U0498, U0503, U0505, U0507, U0508, U0509, U0511, U0513, U0514, U0518, U0519, U0520, U0521, U0522, U0527, U0528, U0529, U0531, U0535, U0537, U0539, U0540, U0544, U0546, U0548, U0552, U0555, U0560, U0562, U0564, U0567, U0568, U0576, U0578, U0584, U0585, U0587, U0588, U0589, U0591, U0593, U0594, U0595, U0602, U0604, U0606, U0608, U0610, U0611, U0612, U0614, U0617, U0618, U0619, U0624, U0628, U0636, U0640, U0643, U0645, U0650, U0653, U0656, U0657, U0658, U0660, U0662, U0666, U0676, U0681, U0683, U0684, U0691, U0693, U0696, U0701, U0702, U0705, U0707, U0708, U0709, U0711, U0712, U0713, U0717, U0718, U0719, U0720, U0721, U0727, U0732, U0734, U0735, U0740, U0741, U0742, U0749, U0752, U0753, U0755, U0756, U0759, U0765, U0767, U0769, U0770, U0773, U0774, U0776, U0777, U0779, U0783, U0786, U0789, U0794, U0797, U0799, U0801, U0802, U0805, U0806, U0809, U0811, U0812, U0813, U0816, U0818, U0825, U0827, U0828, U0832, U0833, U0834, U0836, U0840, U0841, U0845, U0846, U0847, U0849, U0851, U0852, U0853, U0854, U0855, U0856, U0859, U0863, U0865, U0868, U0869, U0873, U0875, U0876, U0877, U0878, U0880, U0885, U0886, U0887, U0888, U0889, U0890, U0893, U0894, U0895, U0897, U0900, U0902, U0905, U0906, U0907, U0909, U0910, U0911, U0913, U0915, U0919, U0920, U0922, U0923, U0924, U0925, U0926, U0927, U0928, U0930, U0931, U0932, U0933, U0936, U0937, U0946, U0947, U0951, U0952, U0954, U0959, U0960, U0961, U0963, U0966, U0967, U0968, U0969, U0970, U0971, U0972, U0974, U0975, U0976, U0980, U0981, U0984, U0990, U0993, U0995, U0996, U0997, U0998, U1000",Device connected to many users
U0657,29.73,LOW,0,0.0,LOW,14.86,LOW,"D0102, D0172, D0186, D0225, D0308, D0318, D0356, D0358, D0413, D0429, D0435","M035, M044, M057, M060, M066, M074, M081, M094, M096","U0153, U0161, U0162, U0172, U0173, U0175, U0181, U0182, U0184, U0185, U0189, U0206, U0210, U0212, U0216, U0217, U0219, U0221, U0223, U0225, U0227, U0232, U0234, U0238, U0240, U0241, U0244, U0253, U0255, U0260, U0261, U0269, U0271, U0277, U0280, U0286, U0289, U0291, U0293, U0295, U0299, U0302, U0303, U0304, U0306, U0307, U0311, U0312, U0320, U0321, U0323, U0327, U0334, U0335, U0337, U0338, U0339, U0342, U0350, U0352, U0358, U0360, U0369, U0373, U0375, U0377, U0378, U0380, U0381, U0385, U0391, U0407, U0412, U0415, U0418, U0419, U0423, U0425, U0426, U0427, U0430, U0438, U0439, U0442, U0451, U0453, U0454, U0456, U0481, U0484, U0489, U0490, U0496, U0498, U0505, U0507, U0508, U0513, U0520, U0523, U0526, U0527, U0538, U0539, U0540, U0543, U0544, U0547, U0548, U0550, U0556, U0560, U0567, U0573, U0578, U0579, U0583, U0587, U0588, U0596, U0602, U0614, U0625, U0631, U0632, U0633, U0634, U0636, U0640, U0641, U0645, U0660, U0662, U0665, U0667, U0678, U0680, U0681, U0689, U0693, U0695, U0701, U0702, U0707, U0713, U0714, U0717, U0719, U0721, U0723, U0724, U0726, U0729, U0734, U0740, U0741, U0742, U0749, U0753, U0754, U0765, U0766, U0769, U0775, U0778, U0804, U0805, U0806, U0808, U0811, U0815, U0818, U0825, U0830, U0833, U0835, U0837, U0838, U0840, U0842, U0847, U0851, U0852, U0854, U0871, U0873, U0881, U0883, U0886, U0896, U0900, U0906, U0907, U0916, U0918, U0920, U0922, U0927, U0930, U0931, U0932, U0934, U0935, U0937, U0942, U0946, U0947, U0950, U0951, U0961, U0963, U0965, U0967, U0970, U0973, U0974, U0975, U0976, U0978, U0981, U0984, U0992, U0994, U1000",Device connected to many users
U0494,29.67,LOW,0,0.0,LOW,14.84,LOW,"D0092, D0109, D0193, D0241, D0256, D0286, D0307, D0312, D0335, D0380, D0390, D0407, D0415, D0422, D0433","M036, M044, M046, M051, M058, M059, M061, M062, M068, M074, M078, M088, M091","U0151, U0162, U0163, U0165, U0167, U0169, U0176, U0189, U0195, U0196, U0199, U0201, U0202, U0203, U0204, U0205, U0212, U0217, U0218, U0220, U0231, U0235, U0242, U0251, U0257, U0261, U0262, U0265, U0272, U0279, U0282, U0289, U0298, U0300, U0302, U0305, U0306, U0307, U0308, U0309, U0311, U0315, U0316, U0318, U0320, U0321, U0323, U0325, U0328, U0330, U0331, U0335, U0338, U0344, U0345, U0346, U0348, U0351, U0355, U0356, U0363, U0370, U0371, U0373, U0376, U0381, U0383, U0387, U0390, U0391, U0392, U0397, U0402, U0403, U0405, U0407, U0408, U0409, U0410, U0412, U0414, U0418, U0425, U0426, U0427, U0428, U0430, U0435, U0442, U0444, U0447, U0449, U0452, U0455, U0456, U0458, U0465, U0466, U0468, U0469, U0473, U0474, U0476, U0478, U0483, U0488, U0489, U0491, U0493, U0498, U0499, U0502, U0503, U0504, U0506, U0510, U0514, U0516, U0519, U0522, U0523, U0527, U0528, U0531, U0532, U0533, U0539, U0541, U0544, U0545, U0549, U0551, U0553, U0554, U0559, U0560, U0566, U0567, U0570, U0571, U0575, U0576, U0581, U0582, U0583, U0584, U0585, U0591, U0593, U0595, U0596, U0597, U0600, U0602, U0604, U0605, U0606, U0607, U0612, U0620, U0622, U0623, U0627, U0629, U0632, U0636, U0638, U0640, U0643, U0644, U0646, U0656, U0658, U0659, U0660, U0663, U0666, U0667, U0671, U0672, U0673, U0674, U0680, U0681, U0686, U0691, U0692, U0694, U0696, U0697, U0700, U0704, U0705, U0707, U0708, U0709, U0710, U0712, U0713, U0715, U0717, U0719, U0720, U0721, U0722, U0725, U0731, U0734, U0735, U0740, U0744, U0745, U0746, U0748, U0752, U0756, U0762, U0763, U0766, U0770, U0778, U0790, U0793, U0794, U0801, U0804, U0806, U0808, U0810, U0811, U0818, U0820, U0821, U0828, U0832, U0834, U0840, U0843, U0852, U0856, U0859, U0861, U0868, U0870, U0871, U0872, U0876, U0880, U0885, U0888, U0893, U0894, U0895, U0898, U0901, U0909, U0910, U0920, U0921, U0928, U0930, U0931, U0938, U0939, U0942, U0945, U0951, U0953, U0956, U0960, U0961, U0963, U0965, U0966, U0967, U0973, U0979, U0980, U0981, U0983, U0984, U0986, U0987, U0996, U1000",Device connected to many users; Recently created account
U0565,29.67,LOW,0,0.0,LOW,14.84,LOW,"D0167, D0208, D0229, D0263, D0267, D0269, D0274, D0323, D0463, D0473","M028, M029, M030, M031, M035, M049, M058, M062, M081, M098","U0153, U0155, U0157, U0160, U0161, U0176, U0180, U0181, U0187, U0190, U0192, U0193, U0196, U0201, U0202, U0204, U0211, U0214, U0215, U0219, U0221, U0223, U0225, U0238, U0243, U0249, U0258, U0269, U0278, U0280, U0283, U0289, U0291, U0292, U0294, U0295, U0296, U0301, U0303, U0304, U0309, U0315, U0317, U0319, U0323, U0325, U0327, U0340, U0341, U0342, U0345, U0349, U0352, U0358, U0363, U0367, U0373, U0378, U0379, U0386, U0388, U0395, U0401, U0403, U0408, U0414, U0418, U0422, U0429, U0430, U0434, U0440, U0446, U0447, U0449, U0453, U0457, U0472, U0488, U0489, U0490, U0495, U0502, U0504, U0509, U0521, U0527, U0538, U0541, U0543, U0547, U0553, U0554, U0557, U0558, U0563, U0576, U0580, U0581, U0584, U0587, U0592, U0605, U0608, U0610, U0611, U0612, U0615, U0616, U0620, U0624, U0625, U0626, U0636, U0639, U0642, U0645, U0649, U0650, U0651, U0652, U0655, U0663, U0670, U0672, U0673, U0676, U0677, U0681, U0683, U0686, U0688, U0690, U0701, U0703, U0705, U0712, U0721, U0722, U0727, U0737, U0740, U0741, U0752, U0754, U0757, U0758, U0760, U0762, U0764, U0769, U0787, U0791, U0793, U0800, U0801, U0804, U0805, U0823, U0824, U0827, U0829, U0831, U0835, U0836, U0837, U0841, U0846, U0849, U0856, U0861, U0862, U0890, U0891, U0909, U0918, U0921, U0923, U0924, U0928, U0931, U0935, U0937, U0945, U0947, U0950, U0951, U0952, U0953, U0956, U0958, U0963, U0968, U0976, U0980, U0981, U0982, U0987, U0991, U0994, U0995, U0998",Device connected to many users; Very new account; Recently created account
U0213,29.67,LOW,0,0.0,LOW,14.84,LOW,"D0238, D0260, D0292, D0313, D0321, D0337, D0363, D0384, D0397, D0414, D0466, D0476, D0498","M033, M034, M045, M048, M049, M066, M067, M068, M077, M080, M083, M085, M095, M097","U0153, U0156, U0160, U0161, U0163, U0170, U0171, U0173, U0174, U0175, U0176, U0183, U0189, U0194, U0195, U0197, U0199, U0206, U0207, U0208, U0215, U0216, U0217, U0218, U0219, U0231, U0232, U0235, U0236, U0240, U0242, U0244, U0251, U0256, U0257, U0258, U0260, U0270, U0272, U0274, U0280, U0282, U0283, U0287, U0289, U0301, U0307, U0312, U0315, U0317, U0320, U0327, U0328, U0331, U0333, U0334, U0335, U0337, U0339, U0347, U0349, U0351, U0354, U0355, U0356, U0361, U0364, U0368, U0371, U0379, U0383, U0384, U0388, U0389, U0390, U0398, U0399, U0405, U0407, U0411, U0412, U0415, U0417, U0418, U0419, U0421, U0428, U0429, U0434, U0437, U0438, U0448, U0452, U0453, U0456, U0458, U0462, U0465, U0467, U0470, U0472, U0473, U0474, U0481, U0488, U0509, U0512, U0520, U0521, U0530, U0531, U0535, U0540, U0543, U0548, U0550, U0552, U0553, U0554, U0555, U0559, U0560, U0561, U0562, U0567, U0568, U0569, U0570, U0571, U0574, U0577, U0578, U0586, U0587, U0592, U0593, U0597, U0598, U0606, U0609, U0611, U0614, U0616, U0617, U0618, U0619, U0620, U0621, U0622, U0627, U0630, U0631, U0640, U0642, U0643, U0645, U0650, U0656, U0664, U0665, U0666, U0678, U0679, U0683, U0684, U0685, U0686, U0687, U0694, U0698, U0700, U0702, U0703, U0705, U0709, U0710, U0713, U0715, U0720, U0723, U0726, U0734, U0735, U0742, U0745, U0748, U0754, U0760, U0761, U0765, U0768, U0770, U0776, U0781, U0789, U0798, U0803, U0805, U0807, U0815, U0816, U0817, U0818, U0826, U0829, U0830, U0832, U0836, U0838, U0841, U0846, U0850, U0855, U0860, U0861, U0864, U0872, U0877, U0889, U0891, U0892, U0895, U0896, U0898, U0903, U0905, U0908, U0913, U0919, U0931, U0932, U0940, U0941, U0945, U0946, U0947, U0948, U0953, U0961, U0963, U0970, U0976, U0980, U0991, U0994, U1000",Device connected to many users; Very new account; Recently created account
U0327,29.38,LOW,0,0.0,LOW,14.69,LOW,"D0106, D0153, D0169, D0172, D0179, D0217, D0229, D0238, D0246, D0271, D0272, D0274, D0374, D0450, D0453, D0464, D0490, D0497, D0499","M035, M036, M046, M048, M049, M051, M059, M064, M066, M068, M070, M077, M084, M088, M089, M096","U0156, U0157, U0159, U0160, U0161, U0165, U0167, U0173, U0176, U0181, U0182, U0185, U0189, U0190, U0191, U0193, U0195, U0198, U0202, U0203, U0204, U0210, U0211, U0213, U0216, U0219, U0220, U0221, U0222, U0224, U0225, U0227, U0229, U0231, U0232, U0233, U0236, U0237, U0238, U0240, U0241, U0244, U0247, U0249, U0252, U0255, U0257, U0258, U0260, U0263, U0264, U0267, U0280, U0281, U0282, U0285, U0289, U0290, U0291, U0295, U0296, U0298, U0300, U0303, U0307, U0308, U0311, U0314, U0317, U0318, U0319, U0320, U0324, U0328, U0330, U0332, U0334, U0335, U0337, U0338, U0339, U0340, U0342, U0345, U0349, U0350, U0352, U0353, U0356, U0361, U0362, U0368, U0371, U0374, U0375, U0377, U0378, U0382, U0384, U0386, U0393, U0394, U0395, U0396, U0397, U0398, U0402, U0404, U0408, U0410, U0415, U0421, U0424, U0427, U0430, U0438, U0439, U0440, U0442, U0447, U0450, U0451, U0453, U0454, U0456, U0458, U0460, U0474, U0475, U0476, U0480, U0483, U0488, U0489, U0491, U0495, U0496, U0498, U0502, U0504, U0505, U0507, U0511, U0512, U0513, U0514, U0516, U0520, U0521, U0526, U0528, U0529, U0533, U0536, U0537, U0538, U0540, U0541, U0542, U0544, U0551, U0554, U0559, U0565, U0567, U0572, U0578, U0580, U0585, U0587, U0590, U0593, U0594, U0598, U0605, U0606, U0607, U0608, U0609, U0610, U0611, U0612, U0614, U0615, U0617, U0619, U0622, U0626, U0628, U0631, U0632, U0633, U0640, U0642, U0651, U0653, U0655, U0657, U0660, U0662, U0663, U0665, U0666, U0667, U0670, U0672, U0677, U0681, U0686, U0690, U0691, U0694, U0697, U0701, U0702, U0703, U0707, U0708, U0714, U0718, U0719, U0721, U0722, U0727, U0731, U0734, U0735, U0736, U0737, U0740, U0741, U0743, U0746, U0748, U0752, U0754, U0756, U0762, U0764, U0765, U0769, U0770, U0776, U0777, U0784, U0786, U0787, U0793, U0798, U0800, U0802, U0808, U0811, U0814, U0815, U0817, U0818, U0820, U0823, U0824, U0825, U0826, U0827, U0830, U0836, U0838, U0841, U0842, U0844, U0846, U0851, U0852, U0855, U0859, U0868, U0870, U0871, U0872, U0879, U0885, U0886, U0887, U0888, U0896, U0900, U0901, U0902, U0903, U0907, U0910, U0912, U0914, U0916, U0918, U0924, U0927, U0931, U0934, U0937, U0940, U0941, U0944, U0946, U0947, U0949, U0950, U0960, U0963, U0964, U0971, U0974, U0975, U0976, U0979, U0981, U0982, U0987, U0988, U0993, U0994, U0996, U0998, U0999, U1000",Device connected to many users
U0740,29.31,LOW,0,0.0,LOW,14.66,LOW,"D0084, D0118, D0172, D0189, D0231, D0239, D0244, D0271, D0274, D0319, D0410, D0433, D0493","M027, M040, M045, M052, M053, M059, M063, M076, M083, M093, M099","U0151, U0153, U0154, U0160, U0163, U0176, U0177, U0179, U0181, U0182, U0184, U0189, U0190, U0192, U0193, U0196, U0201, U0203, U0204, U0207, U0212, U0215, U0216, U0217, U0219, U0223, U0229, U0230, U0235, U0236, U0241, U0246, U0247, U0248, U0251, U0253, U0258, U0261, U0267, U0276, U0278, U0280, U0282, U0283, U0284, U0287, U0289, U0291, U0296, U0303, U0307, U0308, U0312, U0317, U0319, U0321, U0322, U0327, U0330, U0333, U0334, U0339, U0340, U0345, U0349, U0352, U0356, U0357, U0359, U0372, U0374, U0376, U0377, U0378, U0380, U0382, U0387, U0389, U0392, U0395, U0405, U0410, U0414, U0415, U0417, U0427, U0434, U0440, U0447, U0448, U0449, U0456, U0458, U0461, U0469, U0475, U0476, U0481, U0483, U0484, U0489, U0493, U0494, U0497, U0505, U0507, U0508, U0510, U0513, U0517, U0519, U0523, U0524, U0533, U0537, U0541, U0543, U0544, U0545, U0549, U0551, U0553, U0556, U0558, U0559, U0560, U0562, U0565, U0567, U0569, U0571, U0573, U0577, U0580, U0593, U0594, U0606, U0607, U0614, U0615, U0632, U0634, U0635, U0638, U0648, U0650, U0652, U0655, U0656, U0657, U0660, U0661, U0662, U0664, U0668, U0669, U0675, U0681, U0689, U0690, U0694, U0697, U0703, U0704, U0707, U0716, U0718, U0721, U0722, U0727, U0729, U0730, U0731, U0737, U0741, U0743, U0744, U0745, U0748, U0752, U0753, U0756, U0758, U0762, U0764, U0766, U0770, U0774, U0776, U0779, U0788, U0797, U0799, U0803, U0805, U0806, U0817, U0818, U0819, U0821, U0825, U0827, U0831, U0832, U0834, U0840, U0846, U0851, U0856, U0858, U0860, U0871, U0875, U0876, U0879, U0885, U0888, U0892, U0893, U0900, U0901, U0903, U0904, U0908, U0909, U0911, U0913, U0914, U0924, U0926, U0927, U0929, U0931, U0936, U0939, U0942, U0946, U0947, U0949, U0950, U0953, U0954, U0955, U0959, U0964, U0974, U0976, U0979, U0982, U0984, U0986, U0987, U0989, U0993",Device connected to many users
